"name"	"abstract"
"邯鄲淳"	"邯鄲 淳（かんたん じゅん、132年 - 220年以後）は、中国後漢末期の儒学者・書家。別名を竺という。字は子叔（子淑）。豫州穎川郡の出身。劉表・曹操の家臣で笑話集の『笑林』の編者として知られる。初平年間の混乱の際に、荊州に逃れて劉表に仕えた。劉表の死後、劉琮に従って曹操に降った。曹操は、彼の才能や名声を聞いて敬意を払い、折りしも子の曹植が彼を求めたため曹植の配下とした。曹植は邯鄲淳と終日論じ合って、その博識ぶりに感嘆したと言われている。曹丕もまた彼を重んじて、魏の建国後に博士給事中に任命したが、この時には既に90歳近くになっていたとされ、程なく病死したと考えられている。彼は書家としても知られ、『説文解字』をはじめとするあらゆる古い書体の知識に通じており、かつそれらに巧みであった。篆書は当代随一、隷書も梁鵠に次いだと言われている。著書に『笑林』・『芸経』が知られ、また文学作品に｢投壺賦｣がある。『三国志』には伝はないものの、同時代の『魏略』に伝が立てられている。"
"張皇后 (劉禅)"	"張皇后（ちょうこうごう、生没年不詳）は、三国時代の蜀の後主劉禅の2番目の皇后。父は張飛。母は夏侯覇の従妹。姉は敬哀皇后（劉禅の最初の皇后）。一説には劉諶の生母とも。諱は伝わっていない。"
"丁固"	"丁 固（てい こ、198年 - 273年）は、中国三国時代の政治家。呉に仕えた。字は子賤。改名前の名は丁密と言い、滕皇后の父親である滕密と名が一緒であったため、お互いに改名した。父は丁覧。"
"小喬"	"小 橋（しょう きょう、 Xiǎo Qiáo 生没年不詳。）は、中国の後漢末期の女性。橋公の娘。大橋の妹。周瑜の妻。"
"殷観"	"殷 観（いん かん、? - ?）は、中国後漢末期から三国時代にかけての人物。字は孔休。劉備に仕えた。『三国志』蜀志楊戯伝注引『季漢輔臣賛』に記述がある。"
"程咨"	"程 咨（てい し、生没年不詳）は、中国後漢時代末期の武将。幽州右北平郡の人。父は程普。正史においては、父の死後その功績を評価され、亭侯に封じられたという記述のみである。小説『三国志演義』では、赤壁の戦いで大都督周瑜の指揮を受けることを潔しとしなかった父に代わって、軍議に出席して軍令を聞き、帰宅後その采配が全て兵法に適っていることを報告する。この後、程普は赤壁の戦いに参戦している。zh:程咨"
"侯音"	"侯 音（こう おん、? - 219年）は、中国後漢末期の豪族。荊州南陽郡宛県の人。"
"劉岱 (小沛)"	"劉 岱（りゅう たい、生没年不詳）は、後漢末期の武将、政治家。曹操に仕えた。字は公山。沛国出身（現在の江蘇省沛県を中心とする地域）。『三国志』武帝紀に引かれる『魏武故事』にまとまった記述がある。"
"劉瑁"	"劉 瑁（りゅう ぼう、生没年不詳）は、中国後漢末期の人物で、劉焉の三男。劉璋の兄である。字は不詳。長男劉範・次男劉誕・四男劉璋は長安の朝廷に出仕していたが、彼だけ別部司馬となり父の身辺にいた。呉懿の妹に高貴の相があると聞いた劉焉が、彼女を劉瑁の妻とした。劉璋が曹操から振威将軍の官位を受けた際、平寇将軍の官位を貰っている。その後、精神病を病み間もなく亡くなった。劉備は入蜀後、劉瑁の未亡人であった呉氏を自分の後妻にした。この呉氏が後の穆皇后である。"
"劉範"	"劉 範（りゅう はん、? - 194年）は、後漢の宗室である劉焉の長男で、劉璋の異母兄。字は不詳。父の劉焉が牧として益州へ着任した後も、同母弟の劉誕と共に長安にあった。董卓によって左中郎将に任命される。董卓が殺害され、董卓の腹心であった李傕が長安を掌握すると、194年、父劉焉・郿に駐屯していた征西将軍馬騰・涼州に在った鎮西将軍韓遂・侍中（种劭伝によると諌議大夫）馬宇・前涼州刺史种劭・中郎将杜稟らと共に反旗を翻した。3月、両軍は長平観（長安から50里）で決戦に至るが、劉範らは敗北し、劉範と种劭は戦死、馬騰、韓遂らは涼州へ敗走した（『後漢書』董卓伝・种劭伝）。彼は弟の劉誕と連絡し、馬騰と共に長安を襲撃したが、計画が漏れて逃亡し、槐里県（現/陝西省の西安近郊）で殺害された。弟の劉誕も捕らえられて処刑され、長安の市場で兄弟揃って晒し首になった（『蜀書』劉二牧伝）。この前後、劉焉と代々交流があった議郎の龐羲は、劉焉の孫たち（劉範の子も含むか）を引き連れて入蜀に成功した。息子たちの死を聞いた劉焉は大いに悲しみ、その年のうちに死去した。益州牧の地位は四男の劉璋が継ぐことになった。"
"劉辟"	"劉 辟（りゅう へき、? - 建安6年（201年）?）は、中国後漢末期の人物。黄巾頭目の一人。"
"張達"	"張 達（ちょう たつ、生没年不詳）は、三国時代の蜀漢に仕えた人物。張飛配下。即位した劉備は、関羽の仇孫権を討つために呉攻めを決定し、東征途上で張飛に一万の兵を率いて合流する事を要請していた。この時、同僚の范彊と共に張飛を暗殺し、その首とともに呉へと出奔した。『三国志』に記述されている事跡はこれだけであり、その後の動向は不詳である。小説『三国志演義』では、張飛は呉への出兵を前に范彊と張達に命じて、短期間で白装束の装備を用意するよう命令する。しかしこれは無理な注文であり、范彊と張達は延期を願い出たが、折り悪くも張飛が酒に酔っていたので、棒で叩きつけられた挙句に「期日までに用意が出来なければ斬る」と言われてしまう。この事を恐れた范彊と張達は、ある夜に張飛の寝首を掻き、その首とともに呉へ逃げ去っている。最後は夷陵の戦いで、当初劣勢であった呉軍から和睦の手土産として張飛の首とともに身柄を送還され、劉備の命令でその子張苞に斬られる。"
"張震 (孫呉)"	"張 震（ちょう しん、? - 253年10月）は、中国三国時代の人物。祖父は張昭。父は張承。母は諸葛瑾の娘。妹は孫和の妃。叔父は張休。『三国志』呉志に僅かな記述がある。"
"曹袞"	"曹 袞（そう こん、? - 235年）は、中国三国時代の人物。魏の皇族。父は曹操。生母は杜氏。異母兄は曹丕（文帝）。同母兄は曹林。同母妹は金郷公主（何晏夫人）。子（嫡子）は曹孚。"
"李蒙"	"李 蒙（り もう、? - 195年）は、中国の後漢時代末期の武将。"
"杜襲"	"杜 襲（と しゅう、生没年不明）は、中国後漢末期から三国時代の武将、政治家。魏に仕えた。豫州潁川郡定陵県の人。字は子緒。曽祖父は杜安。祖父は杜根。兄は杜基。子は杜会。"
"桓階"	"桓 階（かん かい、生没年不詳）は、中国後漢末期から三国時代にかけての政治家。魏に仕えた。字は伯諸。荊州長沙郡臨湘県（現在の長沙市）の人。祖父は桓超。父は桓勝。弟は桓簒・桓彝。子は桓佑・桓嘉・他数名。孫は桓翊・桓陵。『三国志』に独立した伝がある。"
"楊白"	"楊 白（よう はく、生没年不詳）は中国後漢末期の人物。張魯に仕えた。『三国志演義』では楊柏とする。『三国志』本文に記述はなく、馬超伝の注に引かれた魚豢の『典略』に僅かな記録が残っている。それによると、張魯に身を寄せた馬超は兵を借り、失地回復を図って涼州を攻めたが、勝利は得られなかった。この時に楊白が馬超の能力を非難したという。また、馬超の自由を害しようとした、との訳もある。さらには、張魯が馬超に娘を娶わせようとすると「親を愛せない人が、他人を愛することなどできましょうか」と、反対する者がおり取り止めたという記録があるが、これが楊白の進言かどうかは不明である。因みにここでいう「親を愛せない」の意味は、潼関の戦いより前に馬超が曹操の陽動攻撃（この時、どの勢力が敵か味方かを判別するために、わざと攻撃するそぶりをした）で疑心暗鬼にかられて挙兵したため、その結果一族が連座して処刑されてしまった、という行動を指している。"
